Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,AgeGroup,TenureGroup,DistanceGroup,CareerStage,RoleStabilityGroup,PromotionDelayGroup,IncomeGroup,EducationLevel,StockOption,JobLevelGroup,SatisfactionLevel,PerformanceRatingLevel,EnvironmentSatisfactionLevel,JobInvolvementLevel,RelationshipSatisfactionLevel,WorkLifeBalanceLevel
23,No,Travel_Rarely,541,Sales,2,Technical Degree,1,113,Male,62,Sales Representative,Divorced,2322,9518,3,Y,No,13,80,3,3,0,0,0,0,0,18-25,0-1,0-5,Early career,0-1,Promoted this year,Low,Very Low,Low,Entry Level,Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
51,No,Travel_Rarely,432,Research & Development,9,Life Sciences,1,116,Male,96,Laboratory Technician,Married,2075,18725,3,Y,No,23,80,10,4,4,2,0,3,0,46-55,4-5,6-10,Mid career,2-3,Promoted this year,Low,High,Medium,Entry Level,High,High,High,Medium-High,Medium-Low,Medium-High
30,No,Travel_Rarely,288,Research & Development,2,Life Sciences,1,117,Male,99,Healthcare Representative,Married,4152,15830,1,Y,No,19,80,11,3,11,10,10,8,0,26-35,10+,0-5,Experienced,8+,5+ years,Medium,Medium,High,Junior Level,High,Medium-High,Medium-High,Medium-Low,Low,Medium-High
46,Yes,Travel_Rarely,669,Sales,9,Medical,1,118,Male,64,Sales Executive,Single,9619,13596,1,Y,No,16,80,9,3,9,8,4,7,1,46-55,6-10,6-10,Mid career,8+,3-5 years,High,Low,No Options,Mid Level,High,Medium-High,Medium-High,Medium-Low,High,Medium-High
40,No,Travel_Frequently,530,Research & Development,1,Life Sciences,1,119,Male,78,Healthcare Representative,Married,13503,14115,1,Y,No,22,80,22,3,22,3,11,11,0,36-45,10+,0-5,Late career,2-3,5+ years,VeryHigh,High,Low,Senior Level,Medium-Low,High,Medium-High,Medium-Low,High,Medium-Low
51,No,Travel_Rarely,632,Sales,21,Marketing,1,120,Male,71,Sales Executive,Single,5441,8423,0,Y,Yes,22,80,11,2,10,7,1,0,0,46-55,6-10,21-30,Experienced,4-7,1-2 years,Medium,High,No Options,Junior Level,High,High,Medium-High,Medium-High,High,Low
30,No,Travel_Rarely,1334,Sales,4,Medical,1,121,Female,63,Sales Executive,Divorced,5209,19760,1,Y,Yes,12,80,11,4,11,8,2,7,0,26-35,10+,0-5,Experienced,8+,1-2 years,Medium,Low,High,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-Low
46,No,Travel_Frequently,638,Research & Development,1,Medical,1,124,Male,40,Healthcare Representative,Married,10673,3142,2,Y,Yes,13,80,21,5,10,9,9,5,0,46-55,6-10,0-5,Late career,8+,5+ years,VeryHigh,Medium,Low,Mid Level,Low,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-Low
32,No,Travel_Rarely,1093,Sales,6,Medical,1,125,Male,87,Sales Executive,Single,5010,24301,1,Y,No,16,80,12,0,11,8,5,7,0,26-35,10+,6-10,Experienced,8+,3-5 years,Medium,High,No Options,Junior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Low,Medium-High
54,No,Travel_Rarely,1217,Research & Development,2,Technical Degree,1,126,Female,60,Research Director,Married,13549,24001,9,Y,No,12,80,16,5,4,3,0,3,0,46-55,4-5,0-5,Experienced,2-3,Promoted this year,VeryHigh,High,Low,Mid Level,Medium-High,Medium-High,Low,Medium-High,Low,Low
24,No,Travel_Rarely,1353,Sales,3,Other,1,128,Female,33,Sales Executive,Married,4999,17519,0,Y,No,21,80,4,2,3,2,0,2,0,18-25,2-3,0-5,Early career,2-3,Promoted this year,Medium,Low,Low,Junior Level,Medium-High,High,Low,Medium-High,Low,Medium-Low
28,No,Non-Travel,120,Sales,4,Medical,1,129,Male,43,Sales Executive,Married,4221,8863,1,Y,No,15,80,5,3,5,4,0,4,0,26-35,4-5,0-5,Early career,4-7,Promoted this year,Medium,Medium,No Options,Junior Level,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-Low,High
58,No,Travel_Rarely,682,Sales,10,Medical,1,131,Male,37,Sales Executive,Single,13872,24409,0,Y,No,13,80,38,1,37,10,1,8,0,56-65,10+,6-10,Late career,8+,1-2 years,VeryHigh,High,No Options,Senior Level,Medium-High,Medium-High,High,Medium-High,Medium-High,Medium-Low
44,No,Non-Travel,489,Research & Development,23,Medical,1,132,Male,67,Laboratory Technician,Married,2042,25043,4,Y,No,12,80,17,3,3,2,1,2,0,36-45,2-3,21-30,Experienced,2-3,1-2 years,Low,Medium,Low,Junior Level,Medium-Low,Medium-High,Medium-Low,Medium-High,Medium-High,High
37,Yes,Travel_Rarely,807,Human Resources,6,Human Resources,1,133,Male,63,Human Resources,Divorced,2073,23648,4,Y,Yes,22,80,7,3,3,2,0,2,1,36-45,2-3,6-10,Mid career,2-3,Promoted this year,Low,High,No Options,Entry Level,Low,High,Medium-High,Medium-High,High,Medium-High
32,No,Travel_Rarely,827,Research & Development,1,Life Sciences,1,134,Male,71,Research Scientist,Single,2956,15178,1,Y,No,13,80,1,2,1,0,0,0,0,26-35,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Very Low,No Options,Entry Level,Low,Medium-High,High,Medium-High,High,Medium-High
20,Yes,Travel_Frequently,871,Research & Development,6,Life Sciences,1,137,Female,66,Laboratory Technician,Single,2926,19783,1,Y,Yes,18,80,1,5,1,0,1,0,1,18-25,0-1,6-10,Entry-level,0-1,1-2 years,Low,Medium,No Options,Entry Level,High,Medium-High,High,Medium-Low,Medium-Low,Medium-High
34,No,Travel_Rarely,665,Research & Development,6,Other,1,138,Female,41,Research Scientist,Single,4809,12482,1,Y,No,14,80,16,3,16,13,2,10,0,26-35,10+,6-10,Experienced,8+,1-2 years,Medium,High,No Options,Junior Level,Medium-High,Medium-High,Low,Medium-High,Medium-High,Medium-High
37,No,Non-Travel,1040,Research & Development,2,Life Sciences,1,139,Male,100,Healthcare Representative,Divorced,5163,15850,5,Y,No,14,80,17,2,1,0,0,0,0,36-45,0-1,0-5,Experienced,0-1,Promoted this year,Medium,Low,Low,Junior Level,High,Medium-High,Medium-High,Medium-Low,High,High
59,No,Non-Travel,1420,Human Resources,2,Human Resources,1,140,Female,32,Manager,Married,18844,21922,9,Y,No,21,80,30,3,3,2,2,2,0,56-65,2-3,0-5,Late career,2-3,1-2 years,VeryHigh,High,Low,Executive Level,High,High,Medium-High,Medium-Low,High,Medium-High
50,No,Travel_Frequently,1115,Research & Development,1,Life Sciences,1,141,Female,73,Research Director,Married,18172,9755,3,Y,Yes,19,80,28,1,8,3,0,7,0,46-55,6-10,0-5,Late career,2-3,Promoted this year,VeryHigh,Medium,No Options,Executive Level,Medium-Low,Medium-High,Low,Medium-High,Low,Medium-Low
25,Yes,Travel_Rarely,240,Sales,5,Marketing,1,142,Male,46,Sales Executive,Single,5744,26959,1,Y,Yes,11,80,6,1,6,4,0,3,1,18-25,6-10,0-5,Mid career,4-7,Promoted this year,Medium,Medium,No Options,Junior Level,Medium-High,Medium-High,Medium-High,Medium-Low,High,Medium-High
25,No,Travel_Rarely,1280,Research & Development,7,Medical,1,143,Male,64,Research Scientist,Married,2889,26897,1,Y,No,11,80,2,2,2,2,2,1,0,18-25,2-3,6-10,Entry-level,2-3,1-2 years,Low,Very Low,Medium,Entry Level,High,Medium-High,High,Medium-Low,Medium-High,Medium-High
22,No,Travel_Rarely,534,Research & Development,15,Medical,1,144,Female,59,Laboratory Technician,Single,2871,23785,1,Y,No,15,80,1,5,0,0,0,0,0,18-25,0-1,11-20,Entry-level,0-1,Promoted this year,Low,Medium,No Options,Entry Level,High,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
51,No,Travel_Frequently,1456,Research & Development,1,Medical,1,145,Female,30,Healthcare Representative,Single,7484,25796,3,Y,No,20,80,23,1,13,12,12,8,0,46-55,10+,0-5,Late career,8+,5+ years,High,High,No Options,Mid Level,Low,High,Low,Medium-Low,Medium-High,Medium-Low
34,Yes,Travel_Frequently,658,Research & Development,7,Life Sciences,1,147,Male,66,Laboratory Technician,Single,6074,22887,1,Y,Yes,24,80,9,3,9,7,0,6,1,26-35,6-10,6-10,Mid career,4-7,Promoted this year,High,Medium,No Options,Junior Level,Medium-High,High,Low,Low,High,Medium-High
54,No,Non-Travel,142,Human Resources,26,Human Resources,1,148,Female,30,Manager,Single,17328,13871,2,Y,Yes,12,80,23,3,5,3,4,4,0,46-55,4-5,21-30,Late career,2-3,3-5 years,VeryHigh,Medium,No Options,Senior Level,High,Medium-High,High,High,Medium-High,Medium-High
24,No,Travel_Rarely,1127,Research & Development,18,Life Sciences,1,150,Male,52,Laboratory Technician,Married,2774,13257,0,Y,No,12,80,6,2,5,3,1,2,0,18-25,4-5,11-20,Mid career,2-3,1-2 years,Low,Very Low,Low,Entry Level,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
34,No,Travel_Rarely,1031,Research & Development,6,Life Sciences,1,151,Female,45,Research Scientist,Divorced,4505,15000,6,Y,No,15,80,12,3,1,0,0,0,0,26-35,0-1,6-10,Experienced,0-1,Promoted this year,Medium,High,Low,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-High
37,No,Travel_Rarely,1189,Sales,3,Life Sciences,1,152,Male,87,Sales Executive,Single,7428,14506,2,Y,No,12,80,12,3,5,3,1,3,0,36-45,4-5,0-5,Experienced,2-3,1-2 years,High,Medium,No Options,Mid Level,High,Medium-High,Medium-High,Medium-High,Low,Medium-High
34,No,Travel_Rarely,1354,Research & Development,5,Medical,1,153,Female,45,Manager,Single,11631,5615,2,Y,No,12,80,14,6,11,10,5,8,0,26-35,10+,0-5,Experienced,8+,3-5 years,VeryHigh,Medium,No Options,Mid Level,Low,Medium-High,Medium-High,Medium-Low,High,Medium-High
36,No,Travel_Frequently,1467,Sales,11,Technical Degree,1,154,Female,92,Sales Executive,Married,9738,22952,0,Y,No,14,80,10,6,9,7,2,8,0,36-45,6-10,11-20,Mid career,4-7,1-2 years,High,Low,Low,Mid Level,High,Medium-High,Medium-Low,Medium-High,Medium-High,Medium-High
36,No,Travel_Rarely,922,Research & Development,3,Life Sciences,1,155,Female,39,Laboratory Technician,Divorced,2835,2561,5,Y,No,22,80,7,2,1,0,0,0,0,36-45,0-1,0-5,Mid career,0-1,Promoted this year,Low,Low,Low,Entry Level,High,High,Low,Medium-High,Low,Medium-High
43,No,Travel_Frequently,394,Sales,26,Life Sciences,1,158,Male,92,Manager,Married,16959,19494,1,Y,Yes,12,80,25,3,25,12,4,12,0,36-45,10+,21-30,Late career,8+,3-5 years,VeryHigh,Low,Medium,Senior Level,High,Medium-High,Medium-High,Medium-High,High,High
30,No,Travel_Frequently,1312,Research & Development,23,Life Sciences,1,159,Male,96,Research Scientist,Divorced,2613,22310,1,Y,No,25,80,10,2,10,7,0,9,0,26-35,6-10,21-30,Mid career,4-7,Promoted this year,Low,Medium,High,Entry Level,Medium-High,High,Low,Low,Medium-High,Medium-Low
33,No,Non-Travel,750,Sales,22,Marketing,1,160,Male,95,Sales Executive,Married,6146,15480,0,Y,No,13,80,8,2,7,7,0,7,0,26-35,6-10,21-30,Mid career,4-7,Promoted this year,High,Low,Low,Junior Level,Medium-Low,Medium-High,Medium-High,Medium-High,Low,High
56,Yes,Travel_Rarely,441,Research & Development,14,Life Sciences,1,161,Female,72,Research Scientist,Married,4963,4510,9,Y,Yes,18,80,7,2,5,4,4,3,1,56-65,4-5,11-20,Mid career,4-7,3-5 years,Medium,High,High,Entry Level,Medium-Low,Medium-High,Medium-Low,Medium-High,Low,Medium-High
51,No,Travel_Rarely,684,Research & Development,6,Life Sciences,1,162,Male,51,Research Director,Single,19537,6462,7,Y,No,13,80,23,5,20,18,15,15,0,46-55,10+,6-10,Late career,8+,5+ years,VeryHigh,Medium,No Options,Executive Level,Medium-High,Medium-High,Low,Medium-High,Medium-High,Medium-High
31,Yes,Travel_Rarely,249,Sales,6,Life Sciences,1,163,Male,76,Sales Executive,Married,6172,20739,4,Y,Yes,18,80,12,3,7,7,7,7,1,26-35,6-10,6-10,Experienced,4-7,5+ years,High,High,No Options,Junior Level,Medium-High,Medium-High,Medium-Low,Low,Medium-Low,Medium-Low
26,No,Travel_Rarely,841,Research & Development,6,Other,1,164,Female,46,Research Scientist,Married,2368,23300,1,Y,No,19,80,5,3,5,4,4,3,0,26-35,4-5,6-10,Early career,4-7,3-5 years,Low,Medium,No Options,Entry Level,Medium-Low,Medium-High,Medium-High,Medium-Low,Medium-High,Medium-Low
58,Yes,Travel_Rarely,147,Research & Development,23,Medical,1,165,Female,94,Healthcare Representative,Married,10312,3465,1,Y,No,12,80,40,3,40,10,15,6,1,56-65,10+,21-30,Late career,8+,5+ years,VeryHigh,High,Low,Mid Level,High,Medium-High,High,Medium-High,High,Medium-Low
19,Yes,Travel_Rarely,528,Sales,22,Marketing,1,167,Male,50,Sales Representative,Single,1675,26820,1,Y,Yes,19,80,0,2,0,0,0,0,1,18-25,0-1,21-30,Entry-level,0-1,Promoted this year,Low,Very Low,No Options,Entry Level,Medium-High,Medium-High,High,Medium-High,High,Medium-Low
22,No,Travel_Rarely,594,Research & Development,2,Technical Degree,1,169,Male,100,Laboratory Technician,Married,2523,19299,0,Y,No,14,80,3,2,2,1,2,1,0,18-25,2-3,0-5,Early career,0-1,1-2 years,Low,Very Low,Low,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
49,No,Travel_Rarely,470,Research & Development,20,Medical,1,170,Female,96,Manufacturing Director,Married,6567,5549,1,Y,No,14,80,16,2,15,11,5,11,0,46-55,10+,11-20,Experienced,8+,3-5 years,High,High,No Options,Junior Level,Low,Medium-High,Medium-High,Medium-High,Medium-High,Medium-Low
43,No,Travel_Frequently,957,Research & Development,28,Medical,1,171,Female,72,Research Scientist,Single,4739,16090,4,Y,No,12,80,18,2,3,2,1,2,0,36-45,2-3,21-30,Experienced,2-3,1-2 years,Medium,Medium,No Options,Entry Level,Medium-High,Medium-High,Medium-Low,High,High,Medium-High
50,No,Travel_Frequently,809,Sales,12,Marketing,1,174,Female,77,Sales Executive,Single,9208,6645,4,Y,No,11,80,16,3,2,2,2,1,0,46-55,2-3,11-20,Experienced,2-3,1-2 years,High,Medium,No Options,Mid Level,High,Medium-High,Medium-High,Medium-High,High,Medium-High
31,Yes,Travel_Rarely,542,Sales,20,Life Sciences,1,175,Female,71,Sales Executive,Married,4559,24788,3,Y,Yes,11,80,4,2,2,2,2,2,1,26-35,2-3,11-20,Early career,2-3,1-2 years,Medium,Medium,Low,Junior Level,Medium-High,Medium-High,Medium-Low,Low,Medium-High,Medium-High
41,No,Travel_Rarely,802,Sales,9,Life Sciences,1,176,Male,96,Sales Executive,Divorced,8189,21196,3,Y,Yes,13,80,12,2,9,7,0,7,0,36-45,6-10,6-10,Experienced,4-7,Promoted this year,High,Very Low,Low,Mid Level,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High,Medium-High
26,No,Travel_Rarely,1355,Human Resources,25,Life Sciences,1,177,Female,61,Human Resources,Married,2942,8916,1,Y,No,23,80,8,3,8,7,5,7,0,26-35,6-10,21-30,Mid career,4-7,3-5 years,Low,Very Low,Low,Entry Level,Medium-High,High,Medium-High,Medium-High,High,Medium-High
36,No,Travel_Rarely,216,Research & Development,6,Medical,1,178,Male,84,Manufacturing Director,Divorced,4941,2819,6,Y,No,20,80,7,0,3,2,0,1,0,36-45,2-3,6-10,Mid career,2-3,Promoted this year,Medium,Low,Medium,Junior Level,Medium-Low,High,Medium-Low,Medium-High,High,Medium-High
51,Yes,Travel_Frequently,1150,Research & Development,8,Life Sciences,1,179,Male,53,Manufacturing Director,Single,10650,25150,2,Y,No,15,80,18,2,4,2,0,3,1,46-55,4-5,6-10,Experienced,2-3,Promoted this year,VeryHigh,High,No Options,Mid Level,High,Medium-High,Low,Low,High,Medium-High
39,No,Travel_Rarely,1329,Sales,4,Life Sciences,1,182,Female,47,Sales Executive,Married,5902,14590,4,Y,No,14,80,17,1,15,11,5,9,0,36-45,10+,0-5,Experienced,8+,3-5 years,Medium,High,Low,Junior Level,Medium-High,Medium-High,High,Medium-Low,Medium-High,High
25,No,Travel_Rarely,959,Sales,28,Life Sciences,1,183,Male,41,Sales Executive,Married,8639,24835,2,Y,No,18,80,6,3,2,2,2,2,0,18-25,2-3,21-30,Mid career,2-3,1-2 years,High,Medium,No Options,Junior Level,Medium-High,Medium-High,Low,Medium-Low,High,Medium-High
30,No,Travel_Rarely,1240,Human Resources,9,Human Resources,1,184,Male,48,Human Resources,Married,6347,13982,0,Y,Yes,19,80,12,2,11,9,4,7,0,26-35,10+,6-10,Experienced,8+,3-5 years,High,Medium,No Options,Junior Level,High,Medium-High,Medium-High,Medium-High,High,Low
32,Yes,Travel_Rarely,1033,Research & Development,9,Medical,1,190,Female,41,Laboratory Technician,Single,4200,10224,7,Y,No,22,80,10,2,5,4,0,4,1,26-35,4-5,6-10,Mid career,4-7,Promoted this year,Medium,Medium,No Options,Entry Level,Low,High,Low,Medium-High,Low,High
45,No,Travel_Rarely,1316,Research & Development,29,Medical,1,192,Male,83,Research Scientist,Single,3452,9752,5,Y,No,13,80,9,2,6,5,0,3,0,36-45,6-10,21-30,Mid career,4-7,Promoted this year,Medium,Medium,No Options,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-Low,Medium-Low
38,No,Travel_Rarely,364,Research & Development,3,Technical Degree,1,193,Female,32,Research Scientist,Single,4317,2302,3,Y,Yes,20,80,19,2,3,2,2,2,0,36-45,2-3,0-5,Experienced,2-3,1-2 years,Medium,Very High,No Options,Junior Level,Medium-High,High,High,Medium-High,Medium-Low,Medium-High
30,No,Travel_Rarely,438,Research & Development,18,Life Sciences,1,194,Female,75,Research Scientist,Single,2632,23910,1,Y,No,14,80,5,4,5,4,0,4,0,26-35,4-5,11-20,Early career,4-7,Promoted this year,Low,Medium,No Options,Entry Level,Medium-High,Medium-High,Low,Medium-High,Medium-High,Medium-Low
32,No,Travel_Frequently,689,Sales,9,Medical,1,195,Male,35,Sales Executive,Divorced,4668,22812,0,Y,No,17,80,9,2,8,7,0,7,0,26-35,6-10,6-10,Mid career,4-7,Promoted this year,Medium,Low,High,Junior Level,High,Medium-High,High,Low,High,High
30,No,Travel_Rarely,201,Research & Development,5,Technical Degree,1,197,Female,84,Research Scientist,Divorced,3204,10415,5,Y,No,14,80,8,3,3,2,2,2,0,26-35,2-3,0-5,Mid career,2-3,1-2 years,Medium,Medium,Low,Entry Level,Low,Medium-High,High,Medium-High,High,Medium-High
30,No,Travel_Rarely,1427,Research & Development,2,Medical,1,198,Male,35,Laboratory Technician,Single,2720,11162,0,Y,No,13,80,6,3,5,3,1,2,0,26-35,4-5,0-5,Mid career,2-3,1-2 years,Low,Very Low,No Options,Entry Level,High,Medium-High,Medium-Low,Medium-Low,High,Medium-High
41,No,Travel_Frequently,857,Research & Development,10,Life Sciences,1,199,Male,91,Manager,Divorced,17181,12888,4,Y,No,13,80,21,2,7,6,7,7,0,36-45,6-10,6-10,Late career,4-7,5+ years,VeryHigh,Medium,Low,Senior Level,Low,Medium-High,High,Medium-Low,Medium-Low,Medium-Low
41,No,Travel_Rarely,933,Research & Development,9,Life Sciences,1,200,Male,94,Laboratory Technician,Married,2238,6961,2,Y,No,21,80,7,2,5,0,1,4,0,36-45,4-5,6-10,Mid career,0-1,1-2 years,Low,High,Low,Entry Level,Low,High,Medium-High,Medium-High,High,Medium-High
19,No,Travel_Rarely,1181,Research & Development,3,Medical,1,201,Female,79,Laboratory Technician,Single,1483,16102,1,Y,No,14,80,1,3,1,0,0,0,0,18-25,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Very Low,No Options,Entry Level,Medium-Low,Medium-High,Medium-Low,Medium-High,High,Medium-High
40,No,Travel_Frequently,1395,Research & Development,26,Medical,1,202,Female,54,Research Scientist,Divorced,5605,8504,1,Y,No,11,80,20,2,20,7,2,13,0,36-45,10+,21-30,Experienced,4-7,1-2 years,Medium,Medium,Low,Junior Level,Medium-Low,Medium-High,Medium-Low,Medium-High,Low,Medium-High
35,No,Travel_Rarely,662,Sales,1,Marketing,1,204,Male,94,Sales Executive,Married,7295,11439,1,Y,No,13,80,10,3,10,8,0,6,0,26-35,6-10,0-5,Mid career,8+,Promoted this year,High,Very High,Medium,Mid Level,Medium-Low,Medium-High,Medium-High,Medium-High,Low,Medium-High
53,No,Travel_Rarely,1436,Sales,6,Marketing,1,205,Male,34,Sales Representative,Married,2306,16047,2,Y,Yes,20,80,13,3,7,7,4,5,0,46-55,6-10,6-10,Experienced,4-7,3-5 years,Low,Low,Low,Junior Level,Medium-High,High,Medium-Low,Medium-High,High,Low
45,No,Travel_Rarely,194,Research & Development,9,Life Sciences,1,206,Male,60,Laboratory Technician,Divorced,2348,10901,8,Y,No,18,80,20,2,17,9,0,15,0,36-45,10+,6-10,Experienced,8+,Promoted this year,Low,Medium,Low,Junior Level,Medium-Low,Medium-High,Medium-Low,Medium-High,Medium-High,Low
32,No,Travel_Frequently,967,Sales,8,Marketing,1,207,Female,43,Sales Executive,Single,8998,15589,1,Y,No,14,80,9,2,9,8,3,7,0,26-35,6-10,6-10,Mid career,8+,3-5 years,High,Medium,No Options,Mid Level,High,Medium-High,Medium-Low,Medium-High,High,Medium-High
29,No,Non-Travel,1496,Research & Development,1,Technical Degree,1,208,Male,41,Manufacturing Director,Married,4319,26283,1,Y,No,13,80,10,1,10,7,0,9,0,26-35,6-10,0-5,Mid career,4-7,Promoted this year,Medium,Very Low,Low,Junior Level,Medium-High,Medium-High,High,Medium-High,Low,Medium-High
51,No,Travel_Rarely,1169,Research & Development,7,Medical,1,211,Male,34,Manufacturing Director,Married,6132,13983,2,Y,No,17,80,10,2,1,0,0,0,0,46-55,0-1,6-10,Mid career,0-1,Promoted this year,High,High,No Options,Junior Level,Medium-High,Medium-High,Medium-Low,Medium-Low,Medium-High,Medium-High
58,No,Travel_Rarely,1145,Research & Development,9,Medical,1,214,Female,75,Research Scientist,Married,3346,11873,4,Y,Yes,20,80,9,3,1,0,0,0,0,56-65,0-1,6-10,Mid career,0-1,Promoted this year,Medium,Medium,Low,Entry Level,Medium-Low,High,Medium-Low,Medium-Low,Medium-Low,Medium-Low
40,No,Travel_Rarely,630,Sales,4,Marketing,1,215,Male,67,Sales Executive,Married,10855,8552,7,Y,No,11,80,15,2,12,11,2,11,0,36-45,10+,0-5,Experienced,8+,1-2 years,VeryHigh,High,Low,Mid Level,High,Medium-High,Medium-High,Medium-Low,Low,Medium-Low
34,No,Travel_Frequently,303,Sales,2,Marketing,1,216,Female,75,Sales Representative,Married,2231,11314,6,Y,No,18,80,6,3,4,3,1,2,0,26-35,4-5,0-5,Mid career,2-3,1-2 years,Low,High,Low,Entry Level,Medium-High,Medium-High,Medium-High,Medium-High,High,Medium-High
22,No,Travel_Rarely,1256,Research & Development,19,Medical,1,217,Male,80,Research Scientist,Married,2323,11992,1,Y,No,24,80,2,6,2,2,2,2,0,18-25,2-3,11-20,Entry-level,2-3,1-2 years,Low,Very Low,Medium,Entry Level,High,High,Medium-High,Medium-High,Low,Medium-High
27,No,Non-Travel,691,Research & Development,9,Medical,1,218,Male,57,Research Scientist,Divorced,2024,5970,6,Y,No,18,80,6,1,2,2,2,2,0,26-35,2-3,6-10,Mid career,2-3,1-2 years,Low,Medium,Low,Entry Level,Medium-Low,Medium-High,High,Medium-High,High,Low
28,No,Travel_Rarely,440,Research & Development,21,Medical,1,221,Male,42,Research Scientist,Married,2713,6672,1,Y,No,11,80,5,2,5,2,0,2,0,26-35,4-5,21-30,Early career,2-3,Promoted this year,Low,Medium,Low,Entry Level,High,Medium-High,Medium-High,Medium-High,Medium-High,Low
57,No,Travel_Rarely,334,Research & Development,24,Life Sciences,1,223,Male,83,Healthcare Representative,Divorced,9439,23402,3,Y,Yes,16,80,12,2,5,3,1,4,0,56-65,4-5,21-30,Experienced,2-3,1-2 years,High,Low,Low,Mid Level,High,Medium-High,Medium-High,High,Medium-Low,Low
27,No,Non-Travel,1450,Research & Development,3,Medical,1,224,Male,79,Research Scientist,Divorced,2566,25326,1,Y,Yes,15,80,1,2,1,1,0,1,0,26-35,0-1,0-5,Entry-level,0-1,Promoted this year,Low,Medium,Low,Entry Level,Medium-High,Medium-High,Medium-High,Medium-Low,High,Medium-Low
